GeneID	WT_na1	WT_na2	11_WT_na_CD8	dKO_na1	12_dKO_na_CD8
ID_14870	15	41	54	20	23
ID_14871	7	21	21	25	21
ID_14872	24	80	56	27	45
ID_14873	9	46	31	6	11
ID_14874	17	40	34	23	39
ID_14875	14	46	27	17	21
ID_14876	86	233	231	104	159
ID_14877	17	48	27	10	10
ID_14878	19	57	49	40	37
ID_14879	39	118	97	86	80
ID_14880	9	16	20	18	24
ID_14881	19	41	45	29	33
ID_14882	42	107	79	48	78
ID_14883	52	136	123	92	128
ID_14884	5	19	16	19	19
ID_14885	45	127	95	53	89
ID_14886	21	77	60	37	63
ID_14887	24	43	58	42	77
ID_14888	9	30	29	26	28
ID_14889	31	129	84	51	69
ID_14890	91	160	145	84	134
ID_14891	93	262	195	133	172
ID_14892	39	99	82	53	78
ID_14893	16	33	46	16	25
ID_14894	33	43	43	48	36
ID_14895	51	134	124	61	101
ID_14896	23	31	41	6	6
ID_14897	16	35	34	29	24
ID_14898	6	27	34	10	15
ID_14899	12	24	26	26	53
ID_14900	64	160	88	115	89
ID_14901	16	26	29	6	13
ID_14902	29	82	58	36	65
ID_14903	17	49	48	31	62
ID_14904	17	72	50	67	71
ID_14905	23	39	39	11	4
ID_14906	11	52	37	27	33
ID_14907	5	19	14	21	26
ID_14908	76	220	150	107	161
ID_14909	23	48	43	32	40
ID_14910	38	64	51	33	41
ID_14911	5	8	8	14	25
ID_14912	14	20	8	8	30
ID_14913	9	30	28	11	17
ID_14914	19	34	39	29	34
ID_14915	21	62	57	37	37
ID_14916	12	28	14	5	7
ID_14917	18	44	35	21	28
ID_14918	161	363	296	188	247
ID_14919	26	77	58	62	63
ID_14920	24	52	49	46	62
ID_14921	4	12	17	20	37
ID_14922	16	33	22	21	34
ID_14923	30	62	53	17	31
ID_14924	29	69	65	21	39
ID_14925	13	35	27	28	31
ID_14926	5	7	13	6	28
ID_14927	12	34	29	18	28
ID_14928	12	32	35	15	31
ID_14929	12	60	48	17	34
ID_14930	11	12	8	12	7
ID_14931	28	124	100	51	98
ID_14932	11	45	30	17	23
ID_14933	24	74	56	32	49
ID_14934	42	88	107	61	96
ID_14935	43	123	108	83	114
ID_14936	26	45	24	35	49
ID_14937	6	22	10	3	14
ID_14938	12	26	32	25	32
ID_14939	10	18	12	12	30
ID_14940	12	40	42	3	4
ID_14941	12	21	24	10	22
ID_14942	46	146	121	69	117
ID_14943	3	13	25	14	10
ID_14944	25	57	44	31	37
ID_14945	7	16	21	21	24
ID_14946	18	42	58	43	73
ID_14947	45	73	89	68	123
ID_14948	43	111	92	69	71
ID_14949	57	134	100	71	106
ID_14950	11	35	25	21	13
ID_14951	11	24	23	28	49
ID_14952	11	26	32	22	27
ID_14953	14	47	54	31	49
ID_14954	72	172	160	120	140
ID_14955	9	28	11	6	7
ID_14956	28	73	27	47	41
ID_14957	34	76	88	39	56
ID_14958	20	59	62	27	52
ID_14959	83	238	212	115	185
ID_14960	6	34	32	14	22
ID_14961	16	57	32	25	37
ID_14962	24	90	57	36	54
ID_14963	26	61	45	30	42
ID_14964	29	69	48	21	43
ID_14965	18	71	67	44	49
ID_14966	4	20	7	7	10
ID_14967	22	67	65	51	59
ID_14968	35	79	87	51	74
ID_14969	76	186	134	102	154
ID_14970	31	81	69	51	63
ID_14971	7	24	33	12	35
ID_14972	59	127	116	101	141
ID_14973	97	191	196	144	178
ID_14974	17	37	30	28	57
ID_14975	7	19	17	11	10
ID_14976	47	120	100	53	78
ID_14977	40	90	123	81	85
ID_14978	19	44	46	14	38
ID_14979	12	33	11	19	16
ID_14980	27	71	69	54	70
ID_14981	18	43	22	19	24
ID_14982	24	64	66	34	47
ID_14983	16	46	47	24	30
ID_14984	14	32	24	16	18
ID_14985	19	49	33	27	41
ID_14986	18	41	50	21	28
ID_14987	16	45	51	29	42
ID_14988	50	122	115	91	117
ID_14989	11	54	34	16	29
ID_14990	23	62	46	29	27
ID_14991	7	24	25	21	44
ID_14992	18	26	34	34	68
ID_14993	54	83	95	69	99
ID_14994	8	27	19	14	22
ID_14995	55	160	128	77	117
ID_14996	10	30	32	10	26
ID_14997	29	85	62	47	67
ID_14998	4	24	25	9	13
ID_14999	11	19	10	10	7
ID_15000	10	39	31	16	25
ID_15001	13	39	39	21	35
ID_15002	14	37	41	14	36
ID_15003	25	48	71	37	64
ID_15004	23	49	57	30	45
ID_15005	32	64	64	72	134
ID_15006	20	50	55	23	48
ID_15007	15	48	35	8	12
ID_15008	9	49	28	20	24
ID_15009	10	20	34	24	33
ID_15010	42	108	92	37	91
ID_15011	25	67	52	44	46
ID_15012	10	29	25	23	34
ID_15013	16	40	18	10	21
ID_15014	23	56	69	31	60
ID_15015	48	131	103	69	114
ID_15016	5	11	17	11	40
ID_15017	8	29	20	3	8
ID_15018	53	145	124	90	157
ID_15019	7	22	29	14	13
ID_15020	21	39	20	21	4
ID_15021	44	59	91	49	42
ID_15022	17	54	55	30	49
ID_15023	51	135	129	71	118
ID_15024	13	29	35	3	6
ID_15025	18	41	23	6	24
ID_15026	21	64	43	38	31
ID_15027	12	22	20	20	25
ID_15028	8	36	26	22	40
ID_15029	78	234	194	123	186
ID_15030	12	44	33	29	51
ID_15031	20	24	32	29	30
ID_15032	31	58	63	52	56
ID_15033	34	83	66	45	56
ID_15034	84	163	175	128	158
ID_15035	21	35	35	15	30
ID_15036	68	192	140	87	156
ID_15037	127	290	187	156	173
ID_15038	6	30	18	24	12
ID_15039	8	19	28	24	47
ID_15040	22	29	37	34	47
ID_15041	7	18	20	13	27
ID_15042	26	71	65	58	61
ID_15043	67	146	147	106	146
ID_15044	4	7	24	4	4
ID_15045	7	4	11	17	41
ID_15046	13	28	32	22	35
ID_15047	34	75	60	40	63
ID_15048	10	30	33	18	25
ID_15049	74	166	150	103	151
ID_15050	5	24	21	11	18
ID_15051	83	233	215	117	188
ID_15052	7	20	17	9	16
ID_15053	24	75	59	33	43
ID_15054	11	35	52	16	25
ID_15055	19	41	44	29	40
ID_15056	11	26	10	11	10
ID_15057	17	28	21	16	25
ID_15058	9	29	34	17	28
ID_15059	36	70	75	40	85
ID_15060	18	29	37	28	37
ID_15061	21	33	34	17	50
ID_15062	12	21	32	1	6
ID_15063	45	60	65	48	81
ID_15064	36	67	63	50	44
ID_15065	19	42	40	27	57
ID_15066	10	26	22	26	54
ID_15067	16	55	64	51	81
ID_15068	19	56	47	22	42
ID_15069	6	23	28	16	21
ID_15070	3	18	10	15	27
ID_15071	23	44	30	33	20
ID_15072	19	66	69	33	47
ID_15073	9	29	41	19	23
ID_15074	53	100	93	60	95
ID_15075	36	111	92	79	106
ID_15076	13	22	23	9	5
ID_15077	11	42	27	17	27
ID_15078	58	134	118	82	146
ID_15079	50	88	110	58	107
ID_15080	14	23	27	18	25
ID_15081	56	129	113	94	106
ID_15082	24	79	59	63	51
ID_15083	40	91	64	61	84
ID_15084	34	124	127	73	122
ID_15085	13	32	24	33	40
ID_15086	9	23	25	20	38
ID_15087	43	144	140	43	138
ID_15088	34	83	70	61	77
ID_15089	11	16	25	8	23
ID_15090	39	87	90	34	88
ID_15091	17	40	43	26	43
ID_15092	6	25	18	15	28
ID_15093	14	45	28	20	20
ID_15094	1	23	19	10	18
ID_15095	16	18	14	15	28
ID_15096	45	108	98	54	88
ID_15097	28	47	54	34	63
ID_15098	24	55	64	36	52
ID_15099	35	75	82	51	117
ID_15100	14	32	22	14	18
ID_15101	39	93	92	20	37
ID_15102	48	96	119	44	95
ID_15103	39	87	72	52	74
ID_15104	21	79	61	34	64
ID_15105	32	110	101	48	104
ID_15106	118	236	202	139	274
ID_15107	75	163	181	132	219
ID_15108	7	32	28	23	25
ID_15109	3	18	16	8	18
ID_15110	15	20	38	12	54
ID_15111	38	85	73	70	109
ID_15112	37	87	86	62	98
ID_15113	23	38	32	26	56
ID_15114	58	109	85	84	85
ID_15115	18	29	19	26	36
ID_15116	6	25	34	37	61
ID_15117	19	41	55	36	59
ID_15118	17	28	23	27	39
ID_15119	21	47	41	36	38
ID_15120	12	16	16	15	43
ID_15121	45	147	103	76	130
ID_15122	10	23	25	9	25
ID_15123	18	10	20	6	8
ID_15124	16	46	55	45	46
ID_15125	10	14	16	18	32
ID_15126	10	10	20	32	35
ID_15127	39	61	85	64	132
ID_15128	29	40	34	15	13
ID_15129	8	18	31	15	32
ID_15130	15	30	24	27	40
ID_15131	2	3	8	6	25
ID_15132	6	7	10	19	39
ID_15133	8	21	19	42	125
ID_15134	0	0	0	0	0
ID_15135	14	45	28	16	31
ID_15136	6	16	18	24	31
ID_15137	105	250	209	154	222
ID_15138	32	81	86	61	116
ID_15139	5	6	17	13	13
ID_15140	62	120	139	61	136
ID_15141	40	82	100	77	140
ID_15142	28	59	55	29	33
ID_15143	8	26	36	18	28
ID_15144	24	54	63	32	66
ID_15145	19	36	38	23	29
ID_15146	10	24	18	20	23
ID_15147	23	27	36	27	43
ID_15148	34	47	66	27	66
ID_15149	15	25	40	22	23
ID_15150	7	24	14	27	25
ID_15151	45	98	99	53	110
ID_15152	13	17	21	21	25
ID_15153	34	95	68	51	77
ID_15154	9	29	30	19	43
ID_15155	34	71	82	61	81
ID_15156	8	28	26	14	22
ID_15157	23	48	45	11	12
ID_15158	35	74	85	49	103
ID_15159	17	21	35	14	28
ID_15160	24	31	21	26	40
ID_15161	11	10	25	17	29
ID_15162	29	79	70	37	83
ID_15163	4	13	21	12	39
ID_15164	20	28	33	20	40
ID_15165	20	60	55	45	65
ID_15166	20	25	43	35	37
ID_15167	13	19	23	18	35
ID_15168	19	77	73	48	76
ID_15169	17	44	32	23	17
ID_15170	38	92	74	117	69
ID_15171	36	53	35	30	19
ID_15172	29	53	51	60	29
ID_15173	13	23	18	13	11
ID_15174	77	173	155	97	161
ID_15175	60	158	137	105	185
ID_15176	3	14	3	7	9
ID_15177	3	15	2	5	7
ID_15178	21	64	60	44	53
ID_15179	10	37	21	12	16
ID_15180	17	31	32	33	34
ID_15181	81	187	190	138	213
ID_15182	98	207	207	92	141
ID_15183	16	18	24	12	15
ID_15184	13	24	48	24	31
ID_15185	18	35	26	24	20
ID_15186	22	44	50	50	82
ID_15187	8	25	31	32	62
ID_15188	23	27	39	22	28
ID_15189	14	30	26	25	36
ID_15190	15	33	53	17	28
ID_15191	34	56	77	50	110
ID_15192	5	12	23	13	44
ID_15193	17	34	57	35	48
ID_15194	49	70	118	78	133
ID_15195	0	0	0	0	0
ID_15196	12	31	23	15	18
ID_15197	40	58	72	38	65
ID_15198	7	18	18	11	18
ID_15199	28	34	51	29	43
ID_15200	8	34	16	18	27
ID_15201	8	23	18	7	11
ID_15202	1	13	5	10	37
ID_15203	13	28	33	6	15
ID_15204	2	9	7	3	25
ID_15205	11	25	43	26	65
ID_15206	35	86	82	39	113
ID_15207	33	49	39	21	72
ID_15208	11	11	23	7	17
ID_15209	13	35	28	14	33
ID_15210	14	32	37	9	28
ID_15211	31	48	49	36	56
ID_15212	15	39	33	25	41
ID_15213	18	36	46	15	27
ID_15214	39	77	85	23	31
ID_15215	27	59	43	17	41
ID_15216	4	9	20	9	22
ID_15217	5	26	18	4	8
ID_15218	13	18	21	6	25
ID_15219	17	51	49	36	57
ID_15220	20	44	37	34	41
ID_15221	18	35	37	11	30
ID_15222	26	51	48	40	67
ID_15223	38	59	64	34	97
ID_15224	24	32	34	8	10
ID_15225	14	34	37	14	28
ID_15226	15	33	40	20	43
ID_15227	11	15	28	19	35
ID_15228	35	80	79	51	72
ID_15229	49	79	110	93	145
ID_15230	10	13	36	8	27
ID_15231	6	17	8	8	28
ID_15232	5	31	29	20	30
ID_15233	17	33	31	33	37
ID_15234	16	69	61	25	37
ID_15235	44	114	76	83	76
ID_15236	14	34	51	43	79
ID_15237	11	16	21	18	25
ID_15238	20	17	32	5	5
ID_15239	14	33	45	32	43
ID_15240	39	76	83	43	72
ID_15241	12	36	43	22	38
ID_15242	17	50	48	20	38
ID_15243	14	25	29	12	22
ID_15244	9	12	15	7	20
ID_15245	10	23	40	31	105
ID_15246	14	36	59	28	63
ID_15247	5	7	15	24	65
ID_15248	14	31	34	31	44
ID_15249	12	31	23	14	33
ID_15250	20	40	48	39	64
ID_15251	8	11	27	12	40
ID_15252	5	17	13	17	28
ID_15253	17	36	42	27	53
ID_15254	8	18	19	5	8
ID_15255	22	60	58	42	27
ID_15256	22	42	31	25	48
ID_15257	9	18	38	14	20
ID_15258	44	103	115	62	97
ID_15259	15	32	30	21	16
ID_15260	24	67	75	58	111
ID_15261	13	48	19	20	26
ID_15262	12	31	23	16	20
ID_15263	29	90	73	48	83
ID_15264	17	30	27	14	16
ID_15265	17	31	33	22	32
ID_15266	52	90	90	54	57
ID_15267	29	46	69	27	48
ID_15268	23	66	52	26	41
ID_15269	19	39	36	22	54
ID_15270	7	26	40	26	50
ID_15271	21	38	44	25	55
ID_15272	36	74	54	63	79
ID_15273	12	27	23	26	34
ID_15274	15	44	39	24	61
ID_15275	3	4	9	6	23
ID_15276	15	18	38	27	51
ID_15277	8	20	21	11	36
ID_15278	31	53	62	48	72
ID_15279	22	43	60	20	54
ID_15280	35	105	97	70	119
ID_15281	13	33	38	35	55
ID_15282	32	70	57	79	185
ID_15283	15	30	33	34	53
ID_15284	10	32	43	39	84
ID_15285	9	30	39	38	53
ID_15286	1	9	16	13	32
ID_15287	38	97	80	43	63
ID_15288	20	40	65	41	79
ID_15289	13	21	30	17	33
ID_15290	7	18	27	10	22
ID_15291	15	26	42	20	26
ID_15292	29	57	55	27	51
ID_15293	39	92	100	43	91
ID_15294	34	82	81	14	34
ID_15295	21	45	55	21	28
ID_15296	7	19	43	11	46
ID_15297	14	13	16	6	17
ID_15298	15	42	42	23	51
ID_15299	5	18	19	12	36
ID_15300	14	23	26	14	27
ID_15301	17	23	20	7	26
ID_15302	12	26	37	20	48
ID_15303	67	117	123	91	145
ID_15304	13	29	33	26	60
ID_15305	39	75	103	50	121
ID_15306	21	66	60	34	55
ID_15307	21	49	38	23	29
ID_15308	5	12	21	18	36
ID_15309	57	127	131	95	144
ID_15310	29	68	63	49	69
ID_15311	22	54	38	25	35
ID_15312	16	57	60	34	55
ID_15313	35	102	71	51	84
ID_15314	47	86	94	62	99
ID_15315	19	31	26	20	17
ID_15316	59	175	142	72	142
ID_15317	9	16	19	16	22
ID_15318	9	18	20	9	26
ID_15319	5	17	23	16	10
ID_15320	12	27	29	16	32
ID_15321	22	41	37	19	18
ID_15322	19	31	37	5	11
ID_15323	8	36	20	4	5
ID_15324	9	20	10	10	11
ID_15325	16	38	30	33	42
ID_15326	21	33	27	13	22
ID_15327	81	177	162	142	189
ID_15328	20	22	24	37	67
ID_15329	12	28	15	20	19
ID_15330	45	157	129	87	127
ID_15331	7	16	11	12	27
ID_15332	62	146	140	100	141
ID_15333	16	27	34	2	8
ID_15334	31	53	69	20	59
ID_15335	84	168	126	84	137
ID_15336	32	75	73	54	78
ID_15337	16	20	20	29	19
ID_15338	17	29	30	20	13
ID_15339	15	36	35	16	47
ID_15340	12	21	42	19	53
ID_15341	13	43	26	13	15
ID_15342	6	20	8	12	21
ID_15343	18	27	57	14	11
ID_15344	48	75	91	65	102
ID_15345	13	34	34	27	33
ID_15346	5	25	23	12	20
ID_15347	40	77	80	36	74
ID_15348	49	119	117	70	136
ID_15349	13	50	34	28	23
ID_15350	58	126	139	81	114
ID_15351	37	70	55	32	38
ID_15352	11	40	31	32	63
ID_15353	35	56	59	23	45
ID_15354	8	30	34	16	23
ID_15355	30	61	56	35	68
ID_15356	18	45	40	31	48
ID_15357	11	26	38	10	12
ID_15358	39	77	67	68	121
ID_15359	7	26	13	1	9
ID_15360	5	25	14	11	16
ID_15361	61	109	101	75	131
ID_15362	24	47	46	62	112
ID_15363	7	17	35	10	29
ID_15364	10	30	16	9	14
ID_15365	10	12	32	12	24
ID_15366	34	73	39	80	62
ID_15367	16	37	30	5	6
ID_15368	37	54	58	26	35
ID_15369	26	47	57	35	65
ID_15370	26	54	39	43	46
ID_15371	8	40	24	19	30
ID_15372	0	0	0	0	0
ID_15373	15	31	33	32	22
ID_15374	27	112	73	41	100
ID_15375	16	20	28	29	24
ID_15376	29	72	59	38	55
ID_15377	27	82	79	36	65
ID_15378	7	19	22	27	35
ID_15379	15	40	47	27	43
ID_15380	34	99	93	46	95
ID_15381	22	66	52	28	67
ID_15382	67	175	176	122	159
ID_15383	69	132	147	75	154
ID_15384	0	0	0	0	0
ID_15385	8	18	31	12	29
ID_15386	21	63	71	34	57
ID_15387	22	46	35	15	27
ID_15388	17	22	45	40	74
ID_15389	14	38	37	32	46
ID_15390	27	44	63	62	77
ID_15391	11	26	19	15	13
ID_15392	31	38	46	30	46
ID_15393	10	37	37	22	53
ID_15394	21	44	52	45	53
ID_15395	16	24	38	24	41
ID_15396	170	356	349	257	322
ID_15397	34	94	83	57	112
ID_15398	45	105	96	69	89
ID_15399	9	15	32	18	41
ID_15400	9	18	16	8	4
ID_15401	14	45	25	23	17
ID_15402	14	42	30	23	34
ID_15403	13	21	33	20	33
ID_15404	22	44	23	29	22
ID_15405	12	28	37	28	43
ID_15406	23	34	25	9	15
ID_15407	50	84	101	8	14
ID_15408	35	89	84	57	100
ID_15409	9	18	20	20	44
ID_15410	25	59	42	31	35
ID_15411	13	40	26	24	25
ID_15412	20	55	52	37	54
ID_15413	22	22	33	14	31
ID_15414	14	25	37	33	48
ID_15415	32	63	68	32	46
ID_15416	126	259	243	132	201
ID_15417	15	50	34	23	24
ID_15418	63	136	115	89	152
ID_15419	17	40	26	15	33
ID_15420	21	59	36	30	47
ID_15421	27	58	59	36	73
ID_15422	5	28	16	23	48
ID_15423	5	18	13	4	10
ID_15424	18	24	30	32	35
ID_15425	9	38	28	19	27
ID_15426	42	103	72	46	70
ID_15427	17	48	60	20	42
ID_15428	29	80	90	48	100
ID_15429	15	37	35	23	22
ID_15430	29	64	81	36	76
ID_15431	20	38	42	30	36
ID_15432	13	39	22	12	24
ID_15433	8	34	15	20	21
ID_15434	7	14	30	9	17
ID_15435	48	62	78	51	65
ID_15436	14	16	31	14	10
ID_15437	6	9	26	8	3
ID_15438	32	45	77	31	49
ID_15439	38	97	77	50	67
ID_15440	40	66	76	3	13
ID_15441	17	64	56	17	37
ID_15442	32	80	93	65	101
ID_15443	7	31	33	15	42
ID_15444	23	74	72	40	54
ID_15445	50	107	113	93	160
ID_15446	31	54	63	45	73
ID_15447	12	20	18	13	25
ID_15448	12	20	23	35	23
ID_15449	12	27	24	30	35
ID_15450	23	21	31	37	78
ID_15451	24	37	41	31	26
ID_15452	32	39	39	55	57
ID_15453	11	18	29	23	35
ID_15454	29	64	67	32	73
ID_15455	30	36	47	18	42
ID_15456	13	49	50	41	66
ID_15457	13	28	34	27	33
ID_15458	9	25	13	13	20
ID_15459	13	20	30	24	39
ID_15460	64	153	176	97	174
ID_15461	20	32	44	37	48
ID_15462	10	20	18	26	36
ID_15463	33	92	100	66	104
ID_15464	12	56	36	25	29
ID_15465	30	99	96	66	109
ID_15466	47	87	86	82	108
ID_15467	10	19	22	20	37
ID_15468	14	46	53	35	61
ID_15469	78	156	154	94	180
ID_15470	18	41	48	28	41
ID_15471	20	36	44	32	48
ID_15472	44	84	73	45	57
ID_15473	43	61	104	62	84
ID_15474	4	11	6	10	27
ID_15475	9	21	16	3	3
ID_15476	12	27	28	21	59
ID_15477	10	18	39	26	50
ID_15478	12	27	52	2	8
ID_15479	3	4	12	15	24
ID_15480	57	108	106	71	143
ID_15481	29	51	29	42	44
ID_15482	39	67	60	59	74
ID_15483	20	52	49	38	72
ID_15484	61	119	122	89	126
ID_15485	37	69	49	17	41
ID_15486	20	60	17	12	49
ID_15487	21	65	37	6	14
ID_15488	17	28	35	15	31
ID_15489	54	93	124	78	129
ID_15490	123	193	223	181	268
ID_15491	149	331	361	183	388
ID_15492	114	189	245	155	263
ID_15493	24	63	79	21	25
ID_15494	21	31	38	27	41
ID_15495	32	63	61	53	53
ID_15496	40	68	52	70	106
ID_15497	35	57	64	36	61
ID_15498	13	33	14	15	24
ID_15499	26	35	31	36	47
ID_15500	7	25	9	14	19
ID_15501	8	12	16	20	23
ID_15502	23	33	34	57	93
ID_15503	22	87	65	38	65
ID_15504	83	132	149	114	186
ID_15505	4	8	8	5	27
ID_15506	33	66	61	51	87
ID_15507	5	2	18	15	50
ID_15508	7	25	24	20	50
ID_15509	7	16	23	7	14
ID_15510	5	16	20	14	38
ID_15511	11	18	15	27	58
ID_15512	7	12	21	12	24
ID_15513	11	34	43	24	33
ID_15514	26	102	69	45	74
ID_15515	131	256	255	172	281
ID_15516	49	130	129	75	121
ID_15517	24	92	54	49	57
ID_15518	21	65	58	36	51
ID_15519	10	30	21	19	11
ID_15520	41	60	63	28	68
ID_15521	45	99	103	64	85
ID_15522	50	141	99	91	126
ID_15523	12	28	23	25	52
ID_15524	7	17	16	17	37
ID_15525	16	49	40	27	45
ID_15526	14	37	32	8	17
ID_15527	40	108	110	80	107
ID_15528	21	71	82	49	99
ID_15529	14	22	35	12	21
ID_15530	20	66	38	44	53
ID_15531	59	128	131	90	144
ID_15532	74	196	127	89	143
ID_15533	27	55	56	34	57
ID_15534	30	70	71	49	84
ID_15535	24	53	63	38	55
ID_15536	2	18	9	5	5
ID_15537	54	106	90	61	118
ID_15538	25	65	49	38	36
ID_15539	24	77	52	35	59
ID_15540	29	59	52	43	49
ID_15541	8	30	24	16	25
ID_15542	30	55	64	13	44
ID_15543	10	36	44	14	15
ID_15544	14	44	45	24	37
ID_15545	9	31	9	15	18
ID_15546	34	120	91	48	68
ID_15547	21	40	34	26	22
ID_15548	26	69	56	39	67
ID_15549	11	34	27	23	21
ID_15550	64	142	105	67	102
ID_15551	13	33	23	14	19
ID_15552	15	28	29	13	27
ID_15553	7	25	40	13	25
ID_15554	12	50	31	12	17
ID_15555	12	32	28	30	49
ID_15556	7	28	32	7	13
ID_15557	9	27	27	21	45
ID_15558	69	214	160	112	161
ID_15559	75	197	136	102	173
ID_15560	17	28	29	18	30
ID_15561	16	69	59	51	72
ID_15562	6	31	26	14	32
ID_15563	7	15	12	15	13
ID_15564	10	34	33	25	42
ID_15565	26	98	59	60	85
ID_15566	31	94	57	55	65
ID_15567	25	61	46	33	52
ID_15568	9	33	30	26	38
ID_15569	9	30	35	26	33
ID_15570	0	0	0	0	0
ID_15571	20	51	37	25	42
ID_15572	14	32	26	22	14
ID_15573	20	64	67	24	75
ID_15574	7	29	39	29	27
ID_15575	25	51	56	44	77
ID_15576	4	18	14	10	14
ID_15577	22	38	27	24	53
ID_15578	36	75	90	35	80
ID_15579	30	81	70	55	75
ID_15580	24	78	73	34	41
ID_15581	27	69	72	66	93
ID_15582	42	83	82	47	80
ID_15583	10	9	21	22	28
ID_15584	16	25	34	24	31
ID_15585	41	100	53	50	63
ID_15586	160	316	296	250	329
ID_15587	27	66	73	60	80
ID_15588	34	121	86	59	101
ID_15589	61	157	133	71	141
ID_15590	10	5	6	4	5
ID_15591	10	3	7	6	8
ID_15592	6	2	16	3	40
ID_15593	6595	8953	25869	10727	23862
ID_15594	2273	2747	7801	3309	7080
ID_15595	17045	21225	58800	22867	51833
ID_15596	31	60	70	41	47
ID_15597	13	36	15	17	10
ID_15598	28	71	71	34	52
ID_15599	28	47	74	57	86
ID_15600	0	20	3	10	10
ID_15601	42	114	110	70	129
ID_15602	18	40	35	20	34
ID_15603	45	68	93	39	66
ID_15604	9	17	21	20	21
ID_15605	15	23	33	17	27
ID_15606	17	46	43	18	40
ID_15607	10	25	27	15	13
ID_15608	13	37	46	10	8
ID_15609	26	70	75	51	73
ID_15610	8	24	25	15	16
ID_15611	5	14	24	12	37
ID_15612	32	37	46	23	56
ID_15613	17	29	42	17	26
ID_15614	20	50	48	31	70
ID_15615	5	19	18	7	6
ID_15616	87	192	194	115	168
ID_15617	9	23	13	24	18
ID_15618	19	42	45	30	54
ID_15619	68	155	123	97	130
ID_15620	25	44	64	43	47
ID_15621	64	160	141	120	140
ID_15622	18	38	39	21	65
ID_15623	23	48	60	34	46
ID_15624	11	21	12	16	48
ID_15625	14	21	22	7	15
ID_15626	25	44	42	37	38
ID_15627	9	24	36	20	34
ID_15628	12	26	23	21	27
ID_15629	103	214	271	131	251
ID_15630	5	21	12	10	28
ID_15631	24	50	54	31	60
ID_15632	92	218	175	145	161
ID_15633	13	32	18	21	22
ID_15634	15	37	27	28	38
ID_15635	35	75	65	45	45
ID_15636	11	25	18	18	16
ID_15637	22	51	53	25	34
ID_15638	25	41	59	39	51
ID_15639	110	166	184	48	87
ID_15640	16	31	41	6	2
ID_15641	14	31	44	28	59
ID_15642	17	67	43	29	37
ID_15643	9	28	26	12	19
ID_15644	16	29	34	23	34
ID_15645	94	216	193	129	181
ID_15646	13	38	30	33	27
ID_15647	7	38	26	20	24
ID_15648	14	23	34	28	28
ID_15649	13	23	29	20	41
ID_15650	19	36	41	20	29
ID_15651	43	83	79	60	71
ID_15652	28	50	63	25	47
ID_15653	10	16	24	8	11
ID_15654	19	61	46	26	48
ID_15655	11	25	27	23	43
ID_15656	82	150	167	111	157
ID_15657	51	102	119	67	87
ID_15658	20	52	48	24	46
ID_15659	83	215	200	135	247
ID_15660	47	86	104	55	113
ID_15661	41	91	86	86	108
ID_15662	37	98	84	43	64
ID_15663	5	4	4	5	23
ID_15664	21	39	56	36	82
ID_15665	17	16	18	21	27
ID_15666	1	11	8	4	22
ID_15667	16	59	46	40	58
ID_15668	42	77	78	52	85
ID_15669	73	165	146	88	180
ID_15670	39	92	74	48	83
ID_15671	61	175	126	95	127
ID_15672	54	134	106	83	137
ID_15673	14	21	36	25	33
ID_15674	7	9	19	24	20
ID_15675	42	94	88	66	101
ID_15676	46	80	88	85	115
ID_15677	3	12	8	18	32
ID_15678	10	30	38	15	46
ID_15679	4	10	9	4	14
ID_15680	19	40	72	22	42
ID_15681	28	37	59	30	55
ID_15682	91	157	176	115	212
ID_15683	27	72	92	30	44
ID_15684	39	73	77	57	65
ID_15685	49	102	144	71	130
ID_15686	7	21	37	7	7
ID_15687	37	86	75	79	96
ID_15688	19	37	42	28	32
ID_15689	15	24	25	12	10
ID_15690	5	20	8	16	22
ID_15691	48	127	137	82	163
ID_15692	53	169	153	97	197
ID_15693	10	46	28	26	30
ID_15694	6	17	18	4	25
ID_15695	21	48	52	37	59
ID_15696	16	38	50	33	47
ID_15697	10	33	22	20	41
ID_15698	12	28	26	32	37
ID_15699	30	71	55	35	51
ID_15700	17	57	40	27	40
ID_15701	29	47	55	50	43
ID_15702	5	17	19	16	38
ID_15703	13	46	27	24	37
ID_15704	33	56	31	29	43
ID_15705	47	90	73	59	54
ID_15706	11	17	26	10	30
ID_15707	8	14	30	24	32
ID_15708	12	14	20	15	14
ID_15709	17	39	42	24	33
ID_15710	19	28	27	12	29
ID_15711	5	12	27	11	14
ID_15712	55	108	156	45	74
ID_15713	29	75	84	27	66
ID_15714	28	46	33	13	13
ID_15715	16	10	11	8	11
ID_15716	38	60	82	66	100
ID_15717	15	44	36	8	15
ID_15718	11	31	39	26	31
ID_15719	19	33	36	37	100
ID_15720	23	32	56	32	51
ID_15721	22	37	50	2	10
ID_15722	22	49	58	19	20
ID_15723	15	40	28	23	11
ID_15724	76	218	200	147	210
ID_15725	72	168	137	103	152
ID_15726	18	40	21	18	28
ID_15727	13	27	18	17	43
ID_15728	9	11	10	7	28
ID_15729	4	11	16	15	40
ID_15730	8	8	22	17	41
ID_15731	58	134	159	96	161
ID_15732	16	36	33	25	43
ID_15733	33	59	73	38	54
ID_15734	12	27	20	11	8
ID_15735	8	30	36	20	24
ID_15736	19	31	47	22	48
ID_15737	17	32	43	34	44
ID_15738	6	21	24	5	24
ID_15739	20	58	57	44	70
ID_15740	60	121	100	78	114
