GeneID	WT_na1	WT_na2	11_WT_na_CD8	dKO_na1	12_dKO_na_CD8
ID_15741	13	39	40	18	33
ID_15742	25	88	65	39	71
ID_15743	13	21	27	18	30
ID_15744	9	22	21	31	28
ID_15745	16	52	42	22	38
ID_15746	43	92	91	77	112
ID_15747	47	103	88	63	92
ID_15748	55	127	109	80	124
ID_15749	27	96	65	63	88
ID_15750	34	85	74	55	86
ID_15751	7	19	31	18	26
ID_15752	13	57	32	23	36
ID_15753	86	191	197	95	188
ID_15754	24	39	44	40	61
ID_15755	57	158	154	84	149
ID_15756	10	21	27	16	31
ID_15757	26	61	36	32	48
ID_15758	15	35	35	26	35
ID_15759	10	21	30	22	21
ID_15760	13	21	24	30	43
ID_15761	45	121	122	81	111
ID_15762	45	92	77	62	75
ID_15763	44	103	107	66	112
ID_15764	13	33	40	25	35
ID_15765	34	81	95	66	95
ID_15766	78	162	141	119	173
ID_15767	23	53	51	32	51
ID_15768	7	27	20	17	18
ID_15769	21	63	69	30	53
ID_15770	21	77	51	40	53
ID_15771	0	0	0	0	0
ID_15772	10	26	11	12	27
ID_15773	31	72	91	51	123
ID_15774	26	67	60	45	64
ID_15775	50	136	91	59	90
ID_15776	64	108	106	72	102
ID_15777	102	248	179	141	209
ID_15778	19	51	50	33	46
ID_15779	57	128	108	77	113
ID_15780	10	18	16	10	34
ID_15781	6	31	56	23	46
ID_15782	21	30	26	19	62
ID_15783	17	35	39	11	11
ID_15784	15	50	60	27	48
ID_15785	23	82	72	56	93
ID_15786	30	87	56	35	72
ID_15787	54	195	164	108	172
ID_15788	27	72	36	34	64
ID_15789	33	93	82	43	68
ID_15790	52	136	94	81	109
ID_15791	16	25	25	25	15
ID_15792	44	93	67	56	83
ID_15793	30	62	53	30	53
ID_15794	23	59	49	29	54
ID_15795	31	111	68	79	112
ID_15796	33	68	58	33	43
ID_15797	45	131	103	76	99
ID_15798	9	28	33	26	34
ID_15799	15	40	42	29	30
ID_15800	45	121	124	64	107
ID_15801	8	25	32	18	24
ID_15802	91	244	210	169	255
ID_15803	49	124	99	67	100
ID_15804	19	63	56	48	57
ID_15805	31	66	74	56	61
ID_15806	6	1	3	4	18
ID_15807	12	16	30	9	8
ID_15808	24	57	40	18	20
ID_15809	37	99	67	35	48
ID_15810	37	122	116	71	112
ID_15811	24	70	65	39	66
ID_15812	6	14	14	17	20
ID_15813	27	59	56	44	73
ID_15814	24	75	41	52	74
ID_15815	86	185	150	113	144
ID_15816	53	120	127	109	194
ID_15817	14	43	46	24	65
ID_15818	13	53	56	40	63
ID_15819	20	29	49	38	87
ID_15820	10	42	30	20	28
ID_15821	16	31	38	16	44
ID_15822	16	38	38	21	58
ID_15823	11	41	40	11	25
ID_15824	9	20	14	10	11
ID_15825	11	54	61	38	64
ID_15826	55	143	167	121	196
ID_15827	57	151	169	116	168
ID_15828	18	10	20	7	11
ID_15829	16	26	32	11	29
ID_15830	26	41	40	8	18
ID_15831	17	45	58	36	63
ID_15832	84	138	118	25	29
ID_15833	8	18	27	4	5
ID_15834	22	43	79	40	63
ID_15835	13	31	32	31	47
ID_15836	55	74	101	61	121
ID_15837	11	25	22	21	34
ID_15838	64	146	126	95	182
ID_15839	24	74	48	35	64
ID_15840	16	32	40	34	70
ID_15841	10	9	17	22	37
ID_15842	10	11	18	23	36
ID_15843	26	51	91	44	79
ID_15844	49	95	112	79	91
ID_15845	35	74	85	64	88
ID_15846	3	7	5	5	24
ID_15847	1	6	5	16	11
ID_15848	19	37	44	31	106
ID_15849	10	40	32	22	47
ID_15850	9	23	18	27	31
ID_15851	11	20	31	21	39
ID_15852	59	187	158	83	178
ID_15853	10	11	29	18	35
ID_15854	51	160	128	87	142
ID_15855	19	47	60	44	66
ID_15856	5	7	8	11	41
ID_15857	26	54	66	21	42
ID_15858	5	35	31	14	40
ID_15859	19	35	27	18	39
ID_15860	6	19	18	14	10
ID_15861	57	132	117	78	130
ID_15862	27	51	35	36	35
ID_15863	1	3	14	1	45
ID_15864	58	162	104	83	95
ID_15865	12	23	17	9	20
ID_15866	18	22	32	27	34
ID_15867	29	48	52	41	70
ID_15868	27	40	70	50	58
ID_15869	10	19	10	28	20
ID_15870	21	36	35	34	46
ID_15871	39	69	57	31	59
ID_15872	17	41	29	29	36
ID_15873	16	60	59	26	30
ID_15874	18	54	38	43	77
ID_15875	41	120	78	65	164
ID_15876	4	16	17	20	30
ID_15877	9	49	26	25	49
ID_15878	13	31	29	27	36
ID_15879	21	39	10	23	10
ID_15880	60	141	126	98	134
ID_15881	24	62	63	36	81
ID_15882	6	12	28	3	14
ID_15883	18	63	50	41	43
ID_15884	6	12	24	8	18
ID_15885	7	22	18	20	36
ID_15886	48	91	62	67	53
ID_15887	43	112	78	61	49
ID_15888	5	19	20	8	11
ID_15889	26	107	84	59	90
ID_15890	14	30	37	15	21
ID_15891	4	18	21	18	19
ID_15892	25	76	63	49	54
ID_15893	65	134	128	97	110
ID_15894	65	164	139	99	141
ID_15895	0	0	0	0	0
ID_15896	29	89	62	35	55
ID_15897	17	44	32	11	35
ID_15898	8	12	8	21	7
ID_15899	5	12	12	26	24
ID_15900	16	29	28	20	36
ID_15901	25	39	41	51	34
ID_15902	66	107	107	106	135
ID_15903	24	52	45	27	42
ID_15904	30	41	47	26	20
ID_15905	47	85	83	20	41
ID_15906	44	85	76	64	80
ID_15907	15	41	47	27	65
ID_15908	21	45	35	18	29
ID_15909	13	25	16	17	17
ID_15910	54	115	136	67	121
ID_15911	10	25	14	12	15
ID_15912	26	57	48	30	54
ID_15913	36	60	76	46	72
ID_15914	23	48	55	31	58
ID_15915	16	51	56	23	30
ID_15916	38	79	69	47	79
ID_15917	10	22	35	29	75
ID_15918	40	80	71	37	68
ID_15919	11	41	29	13	11
ID_15920	8	12	23	20	13
ID_15921	22	38	39	32	43
ID_15922	42	82	73	56	89
ID_15923	31	66	42	35	61
ID_15924	32	66	62	71	65
ID_15925	25	38	18	15	21
ID_15926	10	11	17	27	36
ID_15927	22	60	50	79	69
ID_15928	11	33	20	12	14
ID_15929	68	153	75	115	106
ID_15930	3	11	13	15	21
ID_15931	15	33	30	25	35
ID_15932	57	126	109	94	155
ID_15933	4	14	17	21	34
ID_15934	27	79	55	7	15
ID_15935	17	26	22	47	16
ID_15936	18	32	18	18	36
ID_15937	14	49	41	16	44
ID_15938	10	35	18	20	21
ID_15939	17	31	31	31	47
ID_15940	23	75	65	40	86
ID_15941	12	16	39	22	30
ID_15942	73	227	184	115	184
ID_15943	3	31	16	9	14
ID_15944	53	130	118	74	146
ID_15945	44	125	111	86	128
ID_15946	31	60	62	42	72
ID_15947	37	67	62	52	98
ID_15948	14	32	37	9	9
ID_15949	9	23	23	7	27
ID_15950	31	83	90	49	104
ID_15951	46	125	94	82	121
ID_15952	59	198	143	99	152
ID_15953	14	26	43	14	31
ID_15954	23	53	46	37	53
ID_15955	74	201	182	135	218
ID_15956	8	23	27	16	22
ID_15957	17	45	51	21	26
ID_15958	14	32	35	22	24
ID_15959	14	28	27	23	39
ID_15960	49	150	164	84	160
ID_15961	13	42	35	14	21
ID_15962	20	46	41	30	50
ID_15963	19	46	37	22	54
ID_15964	23	49	46	33	38
ID_15965	22	51	49	27	31
ID_15966	7	15	20	15	44
ID_15967	9	13	18	12	47
ID_15968	16	15	13	11	22
ID_15969	44	115	96	64	79
ID_15970	7	27	15	6	14
ID_15971	32	63	58	29	58
ID_15972	8	27	14	8	4
ID_15973	5	25	25	9	19
ID_15974	45	106	97	78	125
ID_15975	34	87	62	39	68
ID_15976	11	43	26	15	24
ID_15977	3	22	9	6	8
ID_15978	40	93	82	39	64
ID_15979	2	22	11	4	6
ID_15980	15	29	36	21	43
ID_15981	69	184	166	100	174
ID_15982	18	33	39	35	62
ID_15983	20	35	48	32	33
ID_15984	7	14	13	21	39
ID_15985	8	18	18	11	22
ID_15986	50	92	75	52	101
ID_15987	69	163	145	77	125
ID_15988	9	40	49	26	60
ID_15989	51	130	91	66	82
ID_15990	5	30	15	10	22
ID_15991	6	7	21	3	9
ID_15992	26	68	82	42	68
ID_15993	14	39	32	32	45
ID_15994	32	51	37	41	45
ID_15995	26	75	47	31	33
ID_15996	100	212	136	157	185
ID_15997	14	13	16	11	13
ID_15998	6	24	17	12	12
ID_15999	19	47	28	24	43
ID_16000	11	23	22	17	28
ID_16001	21	38	29	17	39
ID_16002	29	75	73	38	61
ID_16003	24	44	51	24	43
ID_16004	28	49	52	51	73
ID_16005	21	35	24	20	26
ID_16006	19	27	44	21	34
ID_16007	25	73	81	38	51
ID_16008	11	22	22	22	54
ID_16009	11	39	27	16	18
ID_16010	18	34	34	22	36
ID_16011	12	19	20	23	38
ID_16012	61	130	114	83	116
ID_16013	35	116	72	59	79
ID_16014	77	197	163	119	141
ID_16015	106	229	236	138	222
ID_16016	9	42	26	26	14
ID_16017	18	43	38	10	37
ID_16018	5	9	28	6	23
ID_16019	16	28	39	31	44
ID_16020	28	56	82	45	67
ID_16021	19	32	34	27	42
ID_16022	51	118	80	59	109
ID_16023	13	32	34	21	48
ID_16024	32	72	85	41	98
ID_16025	29	76	86	41	104
ID_16026	15	16	44	8	23
ID_16027	48	96	64	49	61
ID_16028	15	39	28	5	4
ID_16029	17	24	28	24	36
ID_16030	72	167	142	103	158
ID_16031	73	162	176	89	146
ID_16032	18	33	42	18	29
ID_16033	46	156	129	88	142
ID_16034	132	288	282	177	290
ID_16035	70	153	132	109	166
ID_16036	11	19	23	11	24
ID_16037	6	8	11	12	23
ID_16038	11	32	44	11	18
ID_16039	18	35	47	11	11
ID_16040	25	39	45	31	61
ID_16041	51	86	98	91	141
ID_16042	81	213	175	117	212
ID_16043	60	126	117	84	133
ID_16044	13	23	37	15	23
ID_16045	52	81	78	31	23
ID_16046	53	120	110	83	113
ID_16047	81	167	166	125	176
ID_16048	10	24	30	16	29
ID_16049	43	98	74	49	99
ID_16050	15	35	46	33	46
ID_16051	11	24	25	18	12
ID_16052	48	152	119	78	120
ID_16053	101	247	272	139	269
ID_16054	7	15	20	11	27
ID_16055	11	31	25	30	47
ID_16056	22	38	38	38	100
ID_16057	20	55	44	36	72
ID_16058	57	132	121	81	93
ID_16059	24	42	53	53	71
ID_16060	32	83	54	48	63
ID_16061	21	61	47	21	58
ID_16062	20	41	50	26	34
ID_16063	21	52	53	30	51
ID_16064	106	214	237	128	191
ID_16065	21	40	47	21	51
ID_16066	87	161	167	113	191
ID_16067	40	95	80	57	71
ID_16068	1	1	0	1	3
ID_16069	31	77	73	51	80
ID_16070	17	45	50	24	18
ID_16071	35	66	72	25	34
ID_16072	9	26	21	9	16
ID_16073	9	23	17	16	32
ID_16074	32	69	71	42	62
ID_16075	9	25	32	14	14
ID_16076	75	169	175	110	178
ID_16077	127	276	281	156	339
ID_16078	10	22	22	18	16
ID_16079	35	84	93	59	107
ID_16080	21	44	47	32	51
ID_16081	15	41	71	40	64
ID_16082	23	53	87	67	114
ID_16083	5	9	5	6	7
ID_16084	42	77	85	46	79
ID_16085	0	0	0	0	0
ID_16086	3	14	9	1	3
ID_16087	34	42	44	39	38
ID_16088	11	30	27	15	8
ID_16089	17	33	36	23	16
ID_16090	12	32	28	35	43
ID_16091	116	189	228	141	230
ID_16092	82	156	151	100	185
ID_16093	13	27	32	17	24
ID_16094	15	20	21	29	36
ID_16095	0	0	0	0	0
ID_16096	30	69	71	47	68
ID_16097	11	15	19	25	27
ID_16098	11	23	34	34	71
ID_16099	24	42	48	45	95
ID_16100	6	14	12	23	50
ID_16101	13	33	28	29	62
ID_16102	8	20	22	31	52
ID_16103	63	113	117	85	142
ID_16104	8	9	9	16	24
ID_16105	7	17	19	27	61
ID_16106	64	82	80	65	133
ID_16107	36	76	69	57	92
ID_16108	48	76	75	59	117
ID_16109	59	98	111	87	173
ID_16110	36	81	97	32	57
ID_16111	61	133	128	86	151
ID_16112	20	28	54	40	53
ID_16113	95	175	216	132	237
ID_16114	33	52	65	47	121
ID_16115	18	45	58	36	52
ID_16116	74	192	195	152	252
ID_16117	26	40	38	26	60
ID_16118	57	133	121	83	136
ID_16119	54	142	102	92	152
ID_16120	41	112	127	73	126
ID_16121	54	106	117	68	136
ID_16122	62	165	103	77	105
ID_16123	56	118	105	62	114
ID_16124	10	28	60	29	47
ID_16125	23	65	59	34	50
ID_16126	42	123	98	58	103
ID_16127	4	20	20	11	9
ID_16128	13	44	37	24	33
ID_16129	14	20	31	6	13
ID_16130	19	46	78	38	35
ID_16131	16	42	40	23	46
ID_16132	24	47	56	36	40
ID_16133	20	66	67	47	86
ID_16134	25	64	46	28	39
ID_16135	14	56	42	30	41
ID_16136	6	26	25	15	15
ID_16137	53	171	141	93	143
ID_16138	25	89	105	70	103
ID_16139	9	32	8	4	12
ID_16140	40	106	110	46	85
ID_16141	38	75	55	45	51
ID_16142	22	51	51	40	49
ID_16143	15	52	36	22	27
ID_16144	19	20	30	18	36
ID_16145	20	32	32	24	39
ID_16146	20	37	45	32	79
ID_16147	16	54	34	26	21
ID_16148	11	59	56	31	44
ID_16149	21	42	45	23	23
ID_16150	39	122	103	53	96
ID_16151	14	46	36	35	39
ID_16152	19	36	50	25	42
ID_16153	15	27	17	16	27
ID_16154	12	45	38	23	25
ID_16155	27	55	61	43	28
ID_16156	15	28	30	15	18
ID_16157	12	17	26	30	46
ID_16158	44	142	102	58	111
ID_16159	28	97	82	60	80
ID_16160	76	168	171	115	185
ID_16161	14	43	34	57	102
ID_16162	20	40	27	28	64
ID_16163	43	109	96	75	90
ID_16164	5	29	15	8	18
ID_16165	13	34	20	14	25
ID_16166	12	29	43	19	26
ID_16167	49	111	79	77	103
ID_16168	44	86	69	63	119
ID_16169	13	57	41	23	38
ID_16170	61	91	77	76	70
ID_16171	39	50	52	20	19
ID_16172	16	41	32	23	22
ID_16173	8	23	27	26	25
ID_16174	17	32	48	23	36
ID_16175	11	29	27	14	17
ID_16176	56	149	130	96	130
ID_16177	14	22	24	21	20
ID_16178	15	28	27	22	51
ID_16179	17	47	42	27	45
ID_16180	17	20	14	16	31
ID_16181	79	193	191	94	194
ID_16182	22	50	51	40	36
ID_16183	13	36	29	9	14
ID_16184	17	56	50	40	37
ID_16185	10	25	25	17	34
ID_16186	54	179	142	79	126
ID_16187	29	103	103	58	97
ID_16188	86	151	164	131	205
ID_16189	25	55	72	33	42
ID_16190	21	55	35	32	31
ID_16191	46	147	142	88	126
ID_16192	44	95	74	64	100
ID_16193	12	29	27	6	10
ID_16194	57	199	144	119	127
ID_16195	9	32	35	25	12
ID_16196	75	181	172	112	139
ID_16197	22	27	34	29	33
ID_16198	5	25	18	20	16
ID_16199	22	53	45	30	44
ID_16200	19	29	50	21	28
ID_16201	45	103	99	64	86
ID_16202	12	35	23	23	21
ID_16203	54	123	114	69	119
ID_16204	21	43	69	35	58
ID_16205	8	19	40	26	24
ID_16206	38	62	66	40	73
ID_16207	27	93	57	37	56
ID_16208	36	115	78	59	61
ID_16209	43	128	132	85	97
ID_16210	28	58	56	48	47
ID_16211	31	58	67	48	50
ID_16212	33	66	74	49	65
ID_16213	0	0	0	0	0
ID_16214	37	102	91	83	103
ID_16215	12	32	30	14	15
ID_16216	20	44	38	37	57
ID_16217	17	55	48	21	52
ID_16218	5	22	13	6	9
ID_16219	7	14	31	8	10
ID_16220	17	40	45	23	32
ID_16221	22	41	60	25	48
ID_16222	50	126	100	72	75
ID_16223	49	109	118	63	99
ID_16224	12	30	24	15	21
ID_16225	16	21	36	21	26
ID_16226	49	133	136	60	119
ID_16227	38	97	61	58	57
ID_16228	28	83	61	28	49
ID_16229	32	77	78	53	88
ID_16230	21	59	70	36	55
ID_16231	48	150	116	78	100
ID_16232	13	29	28	16	20
ID_16233	24	57	72	38	61
ID_16234	20	87	73	40	45
ID_16235	17	54	59	35	53
ID_16236	104	270	207	152	167
ID_16237	18	64	47	33	42
ID_16238	25	46	53	33	56
ID_16239	42	154	91	72	93
ID_16240	20	32	41	5	9
ID_16241	34	81	87	62	82
ID_16242	21	63	46	32	47
ID_16243	16	40	35	21	37
ID_16244	13	60	43	23	39
ID_16245	31	55	57	29	56
ID_16246	10	42	35	21	21
ID_16247	47	161	133	76	104
ID_16248	21	32	24	22	18
ID_16249	15	30	54	25	32
ID_16250	30	87	81	75	87
ID_16251	45	111	110	27	54
ID_16252	34	93	52	61	60
ID_16253	9	13	17	14	34
ID_16254	15	29	46	7	13
ID_16255	59	116	154	83	109
ID_16256	26	85	53	34	59
ID_16257	17	28	24	28	55
ID_16258	24	56	52	9	7
ID_16259	58	106	114	7	12
ID_16260	17	34	23	8	7
ID_16261	10	35	26	14	20
ID_16262	22	50	51	37	100
ID_16263	14	20	12	17	27
ID_16264	28	51	54	66	93
ID_16265	3	22	15	9	17
ID_16266	13	36	48	21	39
ID_16267	9	24	25	15	26
ID_16268	34	95	108	44	75
ID_16269	8	29	17	12	14
ID_16270	23	62	55	31	32
ID_16271	35	88	51	84	87
ID_16272	19	52	29	22	28
ID_16273	36	73	92	51	63
ID_16274	58	136	122	113	129
ID_16275	23	43	62	7	7
ID_16276	24	75	58	36	63
ID_16277	32	72	45	43	82
ID_16278	11	30	33	11	27
ID_16279	9	17	28	18	45
ID_16280	33	93	87	85	94
ID_16281	10	17	27	8	33
ID_16282	23	33	37	22	29
ID_16283	19	61	65	21	30
ID_16284	15	43	52	22	39
ID_16285	12	31	24	16	29
ID_16286	42	85	86	62	94
ID_16287	11	40	32	22	41
ID_16288	74	213	200	114	195
ID_16289	15	31	28	19	11
ID_16290	10	31	23	22	25
ID_16291	8	32	22	11	22
ID_16292	56	120	87	61	101
ID_16293	17	30	39	25	30
ID_16294	48	97	104	84	133
ID_16295	14	39	57	37	42
ID_16296	15	27	32	15	32
ID_16297	13	33	43	34	55
ID_16298	19	46	27	34	50
ID_16299	82	178	179	167	169
ID_16300	0	0	0	0	0
ID_16301	15	38	45	34	62
ID_16302	6	29	47	38	46
ID_16303	25	41	42	37	48
ID_16304	19	36	28	21	34
ID_16305	75	167	130	107	129
ID_16306	92	172	166	112	149
ID_16307	10	29	19	6	20
ID_16308	14	20	23	3	14
ID_16309	11	19	16	8	39
ID_16310	9	30	21	30	21
ID_16311	11	31	36	20	50
ID_16312	25	46	50	41	47
ID_16313	99	229	223	129	260
ID_16314	24	66	55	24	63
ID_16315	28	63	59	30	39
ID_16316	26	69	66	15	14
ID_16317	11	32	32	35	68
ID_16318	11	13	24	14	47
ID_16319	36	94	109	46	108
ID_16320	12	33	21	25	37
ID_16321	31	79	82	52	83
ID_16322	15	29	38	28	64
ID_16323	91	220	202	124	220
ID_16324	28	54	55	54	81
ID_16325	43	101	109	69	95
ID_16326	12	23	21	11	28
ID_16327	12	18	28	14	29
ID_16328	21	54	43	31	38
ID_16329	46	121	110	60	112
ID_16330	6	14	15	7	23
ID_16331	11	29	23	7	15
ID_16332	20	50	22	20	25
ID_16333	8	24	48	41	68
ID_16334	21	29	43	41	82
ID_16335	12	18	28	13	33
ID_16336	24	42	37	44	56
ID_16337	123	254	269	153	229
ID_16338	5	20	27	18	13
ID_16339	47	147	133	61	94
ID_16340	10	21	30	15	17
ID_16341	17	43	56	20	48
ID_16342	24	72	72	45	57
ID_16343	18	33	23	15	21
ID_16344	23	69	76	49	90
ID_16345	72	175	150	126	142
ID_16346	12	44	18	13	15
ID_16347	10	15	13	8	28
ID_16348	32	48	59	30	53
ID_16349	9	22	15	6	35
ID_16350	27	55	63	31	54
ID_16351	26	107	61	34	48
ID_16352	8	20	35	18	29
ID_16353	0	0	0	0	0
ID_16354	47	142	93	78	98
ID_16355	58	110	86	84	88
ID_16356	16	35	32	18	27
ID_16357	27	57	71	48	64
ID_16358	37	58	85	28	63
ID_16359	10	32	34	12	33
ID_16360	11	27	23	21	7
ID_16361	6	26	20	20	45
ID_16362	44	115	109	72	95
ID_16363	16	61	55	41	45
ID_16364	53	141	112	118	165
ID_16365	17	46	57	12	8
ID_16366	8	22	18	11	12
ID_16367	17	26	37	15	22
ID_16368	34	78	64	32	47
ID_16369	71	174	119	92	117
ID_16370	11	27	17	18	33
ID_16371	73	174	184	157	139
ID_16372	52	152	122	101	98
ID_16373	25	47	41	29	50
ID_16374	14	31	27	15	36
ID_16375	13	30	28	18	43
ID_16376	11	38	36	35	43
ID_16377	25	59	55	38	59
ID_16378	14	41	34	17	41
ID_16379	56	153	147	101	153
ID_16380	26	59	49	20	56
ID_16381	28	54	58	57	61
ID_16382	14	40	36	18	28
ID_16383	31	66	65	24	36
ID_16384	29	55	55	43	39
ID_16385	20	27	29	6	11
ID_16386	37	109	91	67	82
ID_16387	14	56	48	17	29
ID_16388	76	140	142	111	143
ID_16389	19	37	47	12	9
ID_16390	17	21	51	16	21
ID_16391	6	30	34	11	11
ID_16392	6	31	19	17	27
ID_16393	7	30	14	9	14
ID_16394	4	12	25	4	16
ID_16395	24	49	85	53	86
ID_16396	12	30	22	16	25
ID_16397	24	52	35	38	39
ID_16398	35	53	43	48	60
ID_16399	4	22	20	6	21
ID_16400	13	36	26	5	16
ID_16401	28	70	67	55	76
ID_16402	32	116	82	15	62
ID_16403	15	38	28	9	18
ID_16404	41	67	100	45	45
ID_16405	7	23	23	24	22
ID_16406	25	53	58	34	47
ID_16407	32	76	81	75	99
ID_16408	26	64	84	43	50
ID_16409	9	30	15	10	7
ID_16410	5	19	23	22	18
ID_16411	34	66	51	22	25
ID_16412	12	40	21	14	15
ID_16413	12	28	39	18	41
ID_16414	13	29	19	23	21
ID_16415	12	32	33	20	22
ID_16416	10	18	20	26	62
ID_16417	1	9	8	17	29
ID_16418	19	71	43	14	34
ID_16419	55	141	140	64	86
ID_16420	20	48	40	15	38
ID_16421	1	10	7	9	33
ID_16422	21	50	32	19	43
ID_16423	0	0	0	0	0
ID_16424	39	97	102	84	108
ID_16425	20	57	32	73	52
ID_16426	16	29	38	19	30
ID_16427	25	62	29	26	17
ID_16428	10	43	27	14	16
ID_16429	60	151	148	88	100
ID_16430	18	26	32	20	27
ID_16431	8	12	22	11	32
ID_16432	40	99	90	74	80
ID_16433	17	41	43	14	27
ID_16434	29	57	66	28	34
ID_16435	13	54	29	16	21
ID_16436	29	101	64	43	56
ID_16437	63	168	155	93	130
ID_16438	20	66	58	25	49
ID_16439	41	119	126	73	86
ID_16440	18	36	35	24	25
ID_16441	36	106	96	60	68
ID_16442	30	84	70	39	50
ID_16443	47	93	89	59	87
ID_16444	15	32	28	19	28
ID_16445	24	71	63	49	51
ID_16446	5	13	15	15	31
ID_16447	17	36	54	33	54
ID_16448	14	36	36	14	24
ID_16449	4	17	14	9	27
ID_16450	15	26	26	11	18
ID_16451	52	170	123	80	98
ID_16452	7	22	19	17	41
ID_16453	4	7	12	21	55
ID_16454	7	22	27	19	32
ID_16455	42	84	81	51	77
ID_16456	11	36	34	33	37
ID_16457	9	35	29	23	27
ID_16458	41	102	79	67	89
ID_16459	15	47	53	36	51
ID_16460	22	65	50	19	43
ID_16461	29	46	38	40	43
ID_16462	16	56	45	26	43
ID_16463	8	36	24	12	15
ID_16464	6	25	27	12	19
ID_16465	57	153	131	64	143
ID_16466	58	154	157	126	154
ID_16467	35	66	65	39	53
ID_16468	22	74	78	33	68
ID_16469	31	85	58	61	51
ID_16470	14	63	58	27	41
ID_16471	18	56	58	32	61
ID_16472	14	21	30	11	18
ID_16473	40	123	89	78	105
ID_16474	41	87	58	57	56
ID_16475	14	31	22	29	23
ID_16476	20	64	57	24	42
ID_16477	15	26	30	24	40
ID_16478	18	32	41	22	44
ID_16479	49	159	121	86	111
ID_16480	4	8	12	14	37
ID_16481	28	55	43	33	46
ID_16482	17	28	27	27	47
ID_16483	4	18	11	19	14
ID_16484	61	179	174	72	151
ID_16485	13	19	31	3	6
ID_16486	9	36	38	21	15
ID_16487	31	83	68	48	62
ID_16488	16	42	37	18	27
ID_16489	25	65	54	45	55
ID_16490	32	65	62	52	61
ID_16491	31	74	52	47	43
ID_16492	30	71	69	44	48
ID_16493	7	21	28	6	16
ID_16494	20	41	56	20	21
ID_16495	21	48	38	50	46
ID_16496	11	32	47	37	58
ID_16497	8	22	22	28	56
ID_16498	12	34	42	20	30
ID_16499	11	27	18	4	5
ID_16500	12	14	38	14	18
ID_16501	31	66	77	37	47
ID_16502	8	18	10	17	33
ID_16503	13	32	13	11	7
ID_16504	31	84	53	29	20
ID_16505	18	37	26	13	21
ID_16506	71	125	122	10	21
ID_16507	21	46	37	23	26
ID_16508	20	59	54	39	61
ID_16509	16	42	45	36	37
ID_16510	11	34	38	20	29
ID_16511	11	26	22	17	15
ID_16512	26	68	87	20	53
ID_16513	13	33	26	13	24
ID_16514	21	45	42	40	39
ID_16515	15	40	38	17	27
ID_16516	12	12	20	21	35
ID_16517	7	17	16	6	6
ID_16518	15	25	17	16	27
ID_16519	41	89	94	65	88
ID_16520	8	20	30	26	38
ID_16521	16	26	21	22	11
ID_16522	11	36	23	8	12
ID_16523	7	27	24	20	21
ID_16524	4	27	20	7	10
ID_16525	63	121	108	94	87
ID_16526	13	42	37	24	41
ID_16527	7	16	7	9	14
ID_16528	11	34	49	27	38
ID_16529	12	58	53	31	56
ID_16530	90	214	212	103	225
ID_16531	75	166	174	115	162
ID_16532	13	37	34	21	24
ID_16533	0	0	0	0	0
ID_16534	35	55	53	39	61
ID_16535	23	72	62	55	98
ID_16536	6	15	12	14	51
ID_16537	57	147	115	94	121
ID_16538	10	15	28	14	13
ID_16539	12	41	28	15	24
ID_16540	10	24	19	9	9
ID_16541	6	13	20	9	41
ID_16542	3	21	4	5	12
ID_16543	8	26	21	9	7
ID_16544	54	113	100	47	60
ID_16545	5	11	12	8	34
ID_16546	96	240	194	151	193
ID_16547	44	112	102	78	95
ID_16548	23	71	48	40	58
ID_16549	30	75	68	54	64
ID_16550	50	105	97	32	36
ID_16551	48	143	110	94	111
ID_16552	15	39	36	55	66
ID_16553	35	86	106	50	75
ID_16554	42	59	67	45	57
ID_16555	55	102	109	55	92
ID_16556	9	32	38	9	37
ID_16557	95	213	219	160	222
ID_16558	46	100	85	69	96
ID_16559	34	79	92	48	102
ID_16560	9	29	19	20	25
ID_16561	7	29	21	22	33
ID_16562	8	42	21	21	16
ID_16563	49	85	91	57	101
ID_16564	64	170	133	100	121
ID_16565	9	12	21	17	33
ID_16566	11	20	23	26	41
ID_16567	27	70	38	52	69
ID_16568	10	44	40	28	36
ID_16569	0	0	0	0	0
ID_16570	25	57	75	37	64
ID_16571	51	93	59	62	100
ID_16572	17	42	37	39	86
ID_16573	29	69	67	45	91
ID_16574	40	90	81	56	126
ID_16575	66	96	84	50	60
ID_16576	7	26	18	27	21
ID_16577	54	99	86	17	25
ID_16578	91	177	173	139	211
ID_16579	44	76	73	52	86
ID_16580	19	50	46	30	39
ID_16581	17	71	42	30	39
ID_16582	15	20	24	8	25
ID_16583	10	38	32	23	36
ID_16584	13	23	19	22	28
ID_16585	77	243	216	132	184
ID_16586	52	183	156	94	147
ID_16587	13	23	21	9	20
ID_16588	18	20	17	18	30
ID_16589	15	38	31	28	37
ID_16590	6	26	18	15	37
ID_16591	15	43	45	31	51
ID_16592	8	20	39	32	90
ID_16593	66	158	125	109	152
ID_16594	5	30	29	14	34
ID_16595	35	94	76	56	86
ID_16596	102	237	215	170	278
ID_16597	18	43	43	27	36
ID_16598	10	33	34	6	16
ID_16599	16	55	53	45	35
ID_16600	48	98	126	80	146
ID_16601	8	30	38	25	43
ID_16602	22	39	32	31	38
ID_16603	13	27	35	16	42
ID_16604	22	35	67	40	76
ID_16605	31	54	73	40	69
ID_16606	13	31	50	20	31
ID_16607	29	59	77	35	79
ID_16608	11	31	17	12	27
ID_16609	17	35	59	28	52
ID_16610	16	31	38	27	40
ID_16611	0	1	7	1	22
ID_16612	7	33	27	24	37
