GeneID	logFC	logCPM	F	PValue	FDR
ID_14826	5.62833795478159	4.63506724728561	96.8038890636171	8.95952110331075e-23	3.63769175838224e-20
ID_21988	4.47901959505414	4.9294258075274	96.5994405719912	1.22813578336555e-22	4.91714864264981e-20
ID_28801	9.15119804982649	4.32322190134527	94.4187073560863	2.76296784907874e-22	1.09106950938894e-19
ID_8618	4.70386347832375	4.72659600922118	94.0315118053062	3.36410472885591e-22	1.31050063538824e-19
ID_28758	9.12738894389083	4.32318824965049	93.4675410331257	4.46061815732679e-22	1.71448319495013e-19
ID_16506	-2.8769898176459	5.50568194508818	92.9157864811319	5.88947039641385e-22	2.23389161996608e-19
ID_16259	-3.3097355172188	5.27101832706919	92.4508422977905	7.44350562962642e-22	2.78667450370443e-19
ID_28565	4.8544632555945	4.54076686838532	87.8744507191248	7.46771172717641e-21	2.75989392255531e-18
ID_21811	-3.1941457744599	5.25740453499124	86.8083722505543	1.27811308422919e-20	4.66381846570569e-18
ID_28564	4.85634750441628	6.57977168065387	212.182873165918	1.30326853346486e-20	4.69616525177394e-18
ID_2107	-2.02859974265964	6.00638092400688	84.8055111259865	3.50861924693052e-20	1.24867860532427e-17
ID_4976	-2.75244292838976	5.49876331535194	84.5547879980168	3.98150540155668e-20	1.39969336842286e-17
ID_28517	6.61008934772175	4.18935091774893	80.6003409334051	3.06037678479019e-19	1.06290941656803e-16
ID_19916	-3.78584027674006	4.82900152425971	80.4879863275678	3.18623971674996e-19	1.09344919422323e-16
ID_21140	-3.96311111261	4.61462817225224	80.2591833481034	3.4769386482985e-19	1.17917306370001e-16
